5|5|5|5|4|4|0|9|1|4|1|9|1|9|7|5|193|345|218|180|340|18|12|-1|14|61|26|-1|351|-1|441|10|0
5|5|5|5|1|1|0|9|1|4|1|9|4|8|7|5|193|258|218|180|120|213|12|-1|14|325|160|-1|74|1|441|10|0
5|1|5|5|4|4|0|9|9|9|9|9|1|8|3|8|193|272|218|180|320|139|12|-1|-1|-1|-1|-1|351|1|100|2|0
5|1|5|5|7|4|0|0|9|4|4|9|9|7|2|7|193|272|218|180|796|18|12|32|-1|198|102|-1|-1|433|316|197|0
2|1|5|5|3|4|0|9|9|4|1|9|3|9|0|4|175|263|218|180|243|18|12|-1|-1|61|26|-1|80|-1|188|268|0
5|5|5|5|3|4|0|0|9|1|1|9|9|0|4|4|344|258|218|180|243|18|12|134|-1|2|26|-1|-1|114|301|316|0
5|1|0|5|9|4|0|9|9|4|1|9|2|8|4|0|99|263|289|150|-1|18|12|-1|-1|29|26|-1|334|1|247|226|0
5|5|9|5|4|4|0|9|1|4|1|9|6|3|0|9|193|141|-1|180|301|139|12|-1|14|61|26|-1|698|279|95|-1|0
5|5|5|5|3|4|0|9|9|4|9|9|9|8|2|1|22|345|218|180|243|18|12|-1|-1|61|-1|-1|-1|0|240|75|0
9|2|5|5|8|3|0|9|9|9|1|9|0|7|0|4|-1|134|218|180|3|165|12|-1|-1|-1|26|-1|240|675|188|268|0
2|9|5|5|1|1|0|9|9|4|9|9|2|9|9|0|99|-1|218|180|120|213|12|-1|-1|29|-1|-1|334|-1|-1|218|0
5|5|5|1|8|6|9|9|1|3|9|9|5|8|3|9|193|258|218|360|3|798|-1|-1|14|177|-1|-1|67|1|49|-1|0
8|1|5|5|4|4|5|0|9|4|1|0|0|1|6|1|2|263|218|180|320|139|263|32|-1|29|160|301|68|29|545|57|0
2|5|0|5|7|4|4|9|1|4|1|9|1|9|4|1|175|258|289|70|146|18|55|-1|14|61|26|-1|351|-1|163|57|5
8|3|1|1|8|1|0|9|9|4|4|9|9|7|6|2|2|141|0|134|3|213|12|-1|-1|29|301|-1|-1|675|658|12|10
3|5|5|5|8|4|0|1|9|1|1|9|1|9|9|5|65|258|218|180|3|139|12|119|-1|105|26|-1|351|-1|-1|172|16
9|5|7|9|8|4|5|9|5|4|1|9|2|8|4|4|-1|258|679|-1|3|139|263|-1|360|29|26|-1|168|1|301|316|16
3|1|5|5|8|4|0|1|9|1|1|9|1|9|9|5|65|263|218|180|3|139|12|119|-1|105|26|-1|351|-1|-1|172|16
5|8|9|5|8|4|0|1|9|4|1|9|2|8|9|1|193|3|-1|181|0|139|12|112|-1|29|26|-1|322|1|-1|57|18
9|5|5|1|8|4|0|9|9|7|2|4|5|9|7|2|-1|141|218|134|3|139|12|-1|-1|761|341|266|163|-1|377|133|20
1|1|5|5|8|4|0|9|9|9|1|9|2|1|7|1|307|263|218|180|3|18|12|-1|-1|-1|26|-1|334|196|579|342|20
5|5|8|5|8|4|0|9|9|9|1|5|2|5|0|4|193|345|2|180|3|18|12|-1|-1|-1|26|189|168|70|188|268|32
1|1|5|5|8|4|0|9|9|4|9|9|9|0|4|4|307|263|218|180|3|139|12|-1|-1|61|-1|-1|-1|114|301|316|48
5|5|9|5|1|4|0|9|9|9|1|9|2|9|0|4|193|258|-1|180|269|18|12|-1|-1|-1|26|-1|334|-1|188|268|50
5|2|8|5|8|4|0|9|9|4|1|9|9|2|1|1|99|252|2|180|3|18|12|-1|-1|61|26|-1|-1|346|308|57|50
5|5|9|5|1|4|0|0|9|4|1|9|1|8|5|5|193|258|-1|180|120|18|12|32|-1|198|26|-1|314|1|209|10|50
1|1|9|5|1|4|0|9|9|4|9|9|9|0|4|4|307|263|-1|180|269|18|12|-1|-1|61|-1|-1|-1|114|301|316|50
1|1|5|5|9|4|0|9|9|4|9|9|9|8|7|5|307|272|218|180|-1|18|12|-1|-1|61|-1|-1|-1|1|441|10|50
9|5|5|9|4|4|5|0|9|4|1|9|3|1|7|1|-1|258|218|-1|340|18|263|32|-1|325|26|-1|80|196|579|342|50
5|5|9|5|1|4|0|9|1|4|9|9|2|9|0|4|193|258|-1|180|269|18|12|-1|14|61|-1|-1|334|-1|188|268|50
5|5|1|5|4|4|0|9|1|9|1|9|2|8|6|4|193|258|0|180|320|139|12|-1|288|-1|26|-1|168|1|634|268|50
9|1|5|5|4|4|0|6|9|1|9|9|5|9|2|1|-1|263|218|180|320|139|12|599|-1|105|-1|-1|87|-1|240|75|51
7|5|5|1|2|1|0|9|1|9|3|9|9|8|2|4|262|258|218|360|102|282|12|-1|14|-1|168|-1|-1|0|234|316|51
9|1|5|5|3|5|6|9|9|4|9|9|1|7|7|2|-1|272|218|180|328|282|595|-1|-1|29|-1|-1|351|433|377|133|56
5|5|5|9|8|1|1|0|9|4|9|9|2|9|7|0|193|345|218|-1|3|102|35|32|-1|198|-1|-1|334|-1|518|40|64
4|4|1|5|8|4|0|9|3|4|9|9|2|8|7|7|160|8|0|180|3|139|12|-1|81|29|-1|-1|334|1|518|1|66
9|5|3|5|8|4|5|2|9|1|9|9|2|9|9|1|-1|141|102|180|3|18|205|209|-1|2|-1|-1|322|-1|-1|57|66
1|5|5|5|8|2|0|9|9|4|4|9|5|8|4|0|307|258|218|180|3|46|27|-1|-1|61|102|-1|75|1|320|40|66
5|5|5|5|8|6|3|9|9|4|1|3|9|8|7|2|344|258|218|180|3|57|181|-1|-1|29|26|138|-1|1|377|133|66
6|5|5|9|8|4|0|8|9|4|1|9|2|9|4|5|584|258|218|-1|3|139|12|0|-1|61|26|-1|322|-1|207|10|66
1|1|5|5|8|4|0|9|1|4|9|9|2|1|7|1|307|263|218|180|3|18|12|-1|14|61|-1|-1|334|196|579|342|80
5|5|8|3|8|4|0|0|1|4|9|3|1|0|3|9|344|258|3|322|3|18|12|32|14|61|-1|343|314|328|49|-1|82
5|5|8|5|8|4|0|9|9|4|9|9|1|7|4|4|99|141|3|180|3|139|70|-1|-1|29|-1|-1|314|675|301|316|86
5|5|7|9|8|4|3|0|9|1|9|0|6|8|7|2|113|258|737|-1|3|139|170|32|-1|2|-1|10|485|1|377|133|86
5|1|5|5|8|4|0|9|9|4|1|9|9|2|1|1|99|272|218|180|3|18|12|-1|-1|61|26|-1|-1|346|308|57|98
1|5|6|5|8|3|0|4|9|4|4|9|2|9|0|4|307|258|621|180|3|17|12|282|-1|29|264|-1|334|-1|188|268|99
9|1|5|1|4|5|0|5|1|4|1|9|4|3|9|1|-1|263|218|350|320|282|12|262|14|29|26|-1|146|279|-1|57|100
5|1|5|5|9|4|0|2|1|0|3|4|9|0|0|4|193|272|218|180|-1|18|12|272|14|190|86|267|-1|114|188|268|100
9|5|5|5|4|1|0|9|9|4|9|9|2|7|7|2|-1|345|218|180|320|213|12|-1|-1|29|-1|-1|322|433|377|133|100
5|5|1|5|8|5|9|9|7|4|1|9|1|7|2|2|193|258|0|180|3|282|-1|-1|144|29|26|-1|351|433|242|89|100
9|5|8|5|3|5|4|9|9|1|1|9|5|7|7|2|-1|258|1|180|328|282|260|-1|-1|2|26|-1|231|433|377|133|100
