7|3|4|8|5|0|5|8|0|9|3|2|107|-333|-52|2|57|155|257|3|-321|-1|165|-153|452
7|9|5|6|3|5|6|1|4|6|7|1|283|-1|-119|352|55|-143|18|-7|-217|742|100|-245|102
2|4|3|3|5|8|7|5|2|0|7|3|-306|241|159|-59|172|0|68|157|201|-135|266|29|305
6|9|8|6|3|6|9|4|7|0|4|4|448|-1|0|267|217|-399|-1|86|-613|-289|-222|164|148
0|0|9|2|5|8|9|9|6|1|4|6|-278|-333|-1|133|80|2|-1|-1|-367|-67|147|126|331
4|3|8|3|3|3|3|0|0|9|1|6|-64|279|1|346|33|-120|-304|-5|-65|-1|255|794|162
9|8|0|3|1|8|0|3|0|9|7|3|-1|0|154|297|30|0|-59|-112|-145|-1|-362|-142|206
3|5|7|4|4|1|3|3|3|2|7|6|189|1|572|-127|-173|210|-155|-354|215|-30|-95|573|200
1|2|6|2|3|0|6|9|5|2|9|7|248|120|-138|177|-180|32|75|-1|-158|-226|-1|-212|350
1|5|9|4|8|4|1|9|6|4|7|0|-78|-135|-1|360|3|156|66|-1|-321|27|648|353|332
0|5|4|7|2|6|7|5|3|1|1|7|-359|260|37|-275|-98|-728|-541|-267|5|331|225|699|252
3|7|4|2|4|7|5|6|1|5|1|0|106|471|344|309|-79|-158|158|-711|352|-188|-358|276|301
2|0|2|2|8|6|9|0|7|4|9|5|-108|-262|-26|231|1|-782|-1|293|114|315|-1|-223|65
7|7|7|9|6|2|3|4|0|9|7|3|549|595|309|-1|271|5|-202|243|-330|-1|433|202|284
1|2|3|3|8|4|0|0|4|3|0|9|170|-254|358|80|1|-217|-260|-49|265|-340|-260|-1|290
1|2|2|0|8|8|0|9|4|3|6|7|229|-43|105|-339|3|2|-23|-1|65|211|388|-314|216
0|2|3|7|1|3|9|6|4|9|0|4|-49|305|-108|314|58|-122|-1|655|-110|-1|248|-354|352
6|6|9|5|7|7|9|3|5|3|6|4|-645|146|-1|-180|293|-322|-1|-156|82|-198|-768|61|338
7|7|1|2|3|3|4|2|0|8|5|5|-567|63|-54|20|193|79|-106|277|-331|3|-151|283|155
2|2|8|9|9|1|2|7|2|1|2|1|-73|-167|2|-1|-1|292|87|230|-286|170|132|-335|230
4|2|5|9|4|9|9|7|2|9|0|7|220|296|-199|-1|-200|-1|-1|782|-192|-1|133|192|157
8|1|1|6|5|9|9|9|6|7|5|3|1|157|-48|-438|-237|-1|-1|-1|-46|-766|191|223|113
1|3|5|4|3|3|0|6|3|6|5|9|-316|-48|325|114|-284|-34|-1|-162|-13|-369|314|-1|152
0|8|8|4|2|8|7|1|4|3|7|9|248|1|3|-283|309|3|-207|92|-130|39|-560|-1|237
5|8|5|3|4|8|5|9|8|5|6|3|233|3|88|4|315|3|153|-1|1|-61|-159|-205|16
8|1|2|3|7|2|6|1|4|6|1|1|0|194|-200|-350|-475|331|-169|-246|-202|575|-234|175|258
4|2|0|3|6|9|8|4|4|7|2|3|-280|130|296|121|-198|-1|2|-311|-256|-364|-205|350|141
9|5|9|9|2|0|2|6|6|8|8|0|-1|-107|-1|-1|-72|343|54|-552|21|1|2|-193|104
2|6|3|6|7|5|7|8|6|1|3|1|-114|640|-55|518|697|0|171|2|711|-103|-52|-332|258
7|4|8|8|6|2|2|0|0|0|1|7|7|-151|0|2|-506|355|-355|-120|-138|80|-356|463|256
8|8|4|2|4|8|5|6|1|5|5|0|2|1|-179|331|-280|0|-69|285|-351|347|-20|194|315
6|4|6|5|4|3|0|8|9|9|8|5|779|-202|548|-211|-28|21|-251|0|-1|-1|2|307|316
8|6|9|6|3|7|2|8|6|5|5|4|0|310|-1|72|-108|-256|-225|0|-585|242|88|-278|20
3|8|1|6|5|9|9|3|0|6|8|9|314|3|-70|109|139|-1|-1|-335|200|427|2|-1|221
4|0|1|2|7|6|8|2|5|3|4|9|-73|-335|-276|-170|-291|-437|3|172|-9|-257|34|-1|71
2|6|7|0|0|3|7|8|4|5|2|1|-31|130|495|-229|39|-108|-34|0|-13|-263|-6|277|54
0|8|6|3|0|8|4|1|5|7|6|7|248|1|-433|32|243|3|-333|95|-272|-625|-413|-578|102
9|8|5|0|2|1|7|0|5|4|1|5|-1|3|-265|197|93|133|-550|277|-146|135|-335|65|316
1|9|9|7|8|3|1|3|9|3|6|6|-346|-1|-1|596|0|271|322|-63|-1|-173|615|638|156
7|3|2|6|0|6|7|3|6|3|3|9|-526|-359|-183|-610|-66|550|132|-189|673|176|-352|-1|260
5|7|5|4|3|6|6|5|6|9|8|8|258|-263|-306|-154|44|-44|-236|-312|511|-1|0|3|353
1|3|9|9|6|0|1|9|0|1|4|2|-264|-167|-1|-1|-469|-333|-261|-1|122|131|173|-206|151
0|8|7|8|6|9|4|1|8|6|2|5|-91|2|-159|2|513|-1|24|-153|2|-261|171|286|420
6|8|4|6|6|7|6|7|0|0|2|6|316|1|-217|712|-356|369|557|634|290|-107|353|-427|277
1|4|7|8|7|4|2|7|8|5|1|8|-68|-238|3|1|36|-262|-126|12|3|-215|114|2|445
3|8|1|6|5|7|0|9|6|4|7|1|269|0|-16|-27|1|-327|320|-1|239|229|300|149|114
0|8|4|0|6|3|3|2|2|7|3|9|87|0|105|20|679|201|146|-358|210|722|-170|-1|106
4|7|7|7|5|8|9|0|9|9|8|5|350|69|199|-275|-72|2|-1|-213|-1|-1|0|232|410
6|3|9|0|8|1|7|0|6|7|9|2|85|126|-1|-199|1|-335|175|322|-203|723|-1|127|159
1|7|0|5|8|7|0|2|8|3|3|4|-184|-609|-78|-358|2|212|128|242|2|244|-219|349|196
6|7|7|4|7|9|7|4|3|9|6|4|-426|447|-612|147|689|-1|-402|317|66|-1|268|235|118
2|2|8|9|0|1|1|1|2|7|7|9|-160|320|0|-1|195|-43|-101|-199|353|-176|91|-1|251
