5|5|9|5|8|4|0|9|8|9|9|9|1|6|5|5|237|258|-1|324|3|18|12|-1|0|-1|-1|-1|115|195|182|253|
5|9|0|4|0|9|6|9|9|8|9|9|0|2|2|4|237|-1|165|330|250|-1|70|-1|-1|3|-1|-1|186|192|34|224|
1|5|9|5|8|4|0|0|8|8|9|9|5|4|8|4|118|258|-1|324|3|18|12|80|0|3|-1|-1|128|262|3|224|
1|5|2|8|8|4|0|0|9|9|9|0|7|6|5|3|118|258|15|0|3|18|12|80|-1|-1|-1|83|437|630|182|339|
9|5|9|5|8|4|0|0|8|9|8|9|0|2|0|9|-1|258|-1|324|3|18|12|80|0|-1|2|-1|74|331|298|-1|
5|5|5|9|2|4|0|9|8|8|9|0|7|4|5|9|237|269|6|-1|181|18|12|-1|0|3|-1|83|437|262|182|-1|
5|5|9|8|8|4|0|0|8|9|9|9|1|5|4|5|237|258|-1|1|3|18|12|80|0|-1|-1|-1|74|72|226|286|
9|1|9|5|8|4|0|0|9|9|7|0|5|4|8|4|-1|17|-1|53|3|18|12|80|-1|-1|36|83|128|56|3|224|
5|5|0|0|0|4|0|0|9|9|9|0|6|0|9|5|237|258|246|207|89|18|12|80|-1|-1|-1|83|136|208|-1|286|
5|5|5|5|8|4|0|9|9|9|7|0|5|4|8|4|237|269|6|324|3|18|12|-1|-1|-1|36|83|128|56|3|224|
5|5|9|5|8|4|0|9|1|9|9|0|7|9|9|5|237|258|-1|324|3|18|12|-1|195|-1|-1|83|437|-1|-1|286|
5|1|9|5|8|4|0|0|8|9|9|0|7|8|4|5|237|348|-1|61|3|18|12|80|0|-1|-1|83|437|1|226|286|
9|5|7|4|3|9|0|9|2|9|9|5|1|6|8|6|-1|258|46|330|344|-1|12|-1|166|-1|-1|173|74|630|3|162|
5|5|9|8|8|4|0|9|8|8|9|9|1|4|5|4|237|258|-1|1|3|18|12|-1|0|3|-1|-1|74|262|7|70|
5|2|9|8|8|8|0|7|9|9|9|0|7|9|9|5|237|228|-1|1|3|1|12|65|-1|-1|-1|83|437|-1|-1|286|
5|5|9|5|1|4|0|0|1|9|9|0|0|4|8|4|237|258|-1|324|293|18|12|80|195|-1|-1|70|186|262|3|134|
8|5|9|5|8|4|0|9|1|9|8|8|1|7|5|4|3|258|-1|324|3|18|12|-1|218|-1|2|1|74|281|7|70|
5|5|5|5|0|4|6|0|9|9|8|9|1|5|4|5|237|258|6|324|250|18|342|80|-1|-1|2|-1|115|314|226|286|
5|5|9|5|8|5|0|0|9|9|9|9|5|7|8|4|237|258|-1|61|3|4|12|80|-1|-1|-1|-1|128|618|3|224|
9|5|9|5|8|4|0|0|8|9|7|0|1|8|6|9|-1|258|-1|324|3|18|12|80|0|-1|36|83|74|1|242|-1|
9|5|9|5|8|9|0|3|7|9|9|9|1|0|4|5|-1|258|-1|324|3|-1|12|110|4|-1|-1|-1|74|144|226|286|
0|5|9|4|8|3|0|0|9|9|8|9|1|4|8|4|309|258|-1|77|3|104|12|80|-1|-1|2|-1|74|262|0|70|
9|1|6|5|8|4|9|0|1|9|9|9|5|5|6|4|-1|101|568|324|3|18|-1|80|195|-1|-1|-1|128|222|217|224|
4|5|5|5|8|4|0|5|1|9|8|8|5|0|4|5|61|258|6|324|3|18|12|54|195|-1|2|1|128|144|226|286|
8|1|9|6|8|4|0|9|8|9|1|0|1|7|6|4|1|92|-1|217|3|18|22|-1|0|-1|226|83|74|281|217|224|
2|5|0|5|8|4|0|0|8|8|9|9|5|4|6|4|75|258|120|324|3|18|12|80|0|3|-1|-1|128|262|217|224|
0|1|8|9|8|4|0|9|9|9|7|9|1|8|4|1|309|101|0|-1|3|18|22|-1|-1|-1|36|-1|115|2|107|90|
2|5|0|5|8|4|0|9|7|9|9|0|7|6|5|3|75|258|120|324|3|18|12|-1|4|-1|-1|83|437|630|182|339|
9|1|9|5|8|4|0|0|8|9|6|9|1|7|8|4|-1|348|-1|61|3|18|12|80|0|-1|199|-1|115|112|3|134|
3|1|8|9|8|4|0|0|8|8|9|9|5|4|0|9|152|101|0|-1|3|18|12|80|0|3|-1|-1|128|262|298|-1|
1|6|9|5|6|6|0|9|0|6|9|0|9|2|4|2|118|68|-1|324|676|400|12|-1|46|309|-1|83|-1|331|101|58|
6|5|9|5|8|4|0|5|9|9|9|9|1|7|0|5|211|258|-1|324|3|18|12|314|-1|-1|-1|-1|74|281|298|286|
9|5|9|5|8|3|0|0|9|9|9|9|1|5|4|1|-1|258|-1|324|3|198|12|80|-1|-1|-1|-1|74|72|226|207|
5|2|9|6|8|4|0|9|9|4|9|9|1|8|4|1|237|111|-1|526|3|18|12|-1|-1|31|-1|-1|115|2|107|90|
1|5|9|5|8|7|9|0|1|9|9|9|5|0|8|2|108|258|-1|271|3|742|-1|80|175|-1|-1|-1|128|268|3|295|
5|1|9|5|8|4|0|9|8|9|9|9|7|4|5|4|237|92|-1|271|3|18|12|-1|0|-1|-1|-1|437|262|182|70|
5|1|9|5|8|9|0|9|6|9|9|0|1|0|4|5|237|17|-1|53|3|-1|12|-1|28|-1|-1|83|74|144|226|286|
9|2|9|5|8|9|0|0|8|9|9|9|7|8|2|4|-1|56|-1|324|3|-1|12|80|0|-1|-1|-1|437|1|73|134|
9|5|9|5|8|4|0|9|6|9|5|0|1|5|4|5|-1|258|-1|324|3|18|12|-1|187|-1|158|83|74|72|226|286|
5|3|9|4|5|4|9|0|1|9|9|9|1|8|9|5|237|176|-1|330|290|18|-1|80|218|-1|-1|-1|74|1|-1|286|
5|5|9|5|7|1|0|0|0|9|8|0|1|2|8|4|237|258|-1|324|711|59|12|80|46|-1|2|83|74|192|3|224|
5|5|9|0|3|4|0|0|2|9|9|9|1|4|6|4|237|269|-1|207|247|18|12|284|10|-1|-1|-1|74|262|217|224|
5|8|9|5|8|3|6|9|8|9|9|7|1|0|8|7|237|1|-1|61|3|198|661|-1|0|-1|-1|128|115|96|3|622|
5|1|9|5|8|3|0|0|8|9|4|9|0|2|8|7|84|92|-1|271|3|198|12|80|0|-1|101|-1|186|192|3|354|
5|3|9|5|8|7|0|9|8|1|9|0|1|7|9|9|237|143|-1|61|3|341|12|-1|0|317|-1|83|115|519|-1|-1|
5|1|9|3|1|4|9|9|3|4|9|4|1|4|5|9|237|92|-1|338|124|18|-1|-1|141|31|-1|344|115|262|182|-1|
8|1|5|5|8|4|0|0|1|9|9|9|1|7|0|5|1|92|6|324|3|18|12|80|175|-1|-1|-1|115|281|298|286|
5|5|5|5|0|9|0|9|8|8|1|9|1|4|9|5|237|258|6|324|250|-1|12|-1|2|3|74|-1|115|262|-1|286|
3|1|7|5|8|4|3|9|2|6|9|9|5|4|4|5|301|83|46|324|3|18|209|-1|166|534|-1|-1|128|56|226|286|
9|5|9|3|1|0|0|5|1|9|9|3|1|8|5|3|-1|258|-1|338|124|227|12|320|337|-1|-1|143|115|1|182|339|
5|1|9|5|2|4|0|4|9|9|3|9|5|0|9|4|237|17|-1|271|176|204|12|129|-1|-1|252|-1|128|305|-1|134|
5|1|9|5|6|4|0|9|8|9|9|9|7|4|0|9|237|128|-1|324|597|18|12|-1|0|-1|-1|-1|287|262|298|-1|
9|5|7|5|9|9|0|0|8|9|2|9|1|5|8|4|-1|258|46|61|-1|-1|12|80|0|-1|235|-1|74|72|3|134|
9|5|5|5|9|4|0|9|9|4|9|0|5|6|8|4|-1|258|6|324|-1|18|12|-1|-1|31|-1|102|102|234|3|134|
5|5|0|5|8|9|0|0|7|9|9|9|1|7|0|5|237|258|120|324|3|-1|12|80|139|-1|-1|-1|115|281|298|286|
3|5|9|5|8|4|0|0|8|9|9|0|0|3|0|1|301|258|-1|61|3|18|12|80|0|-1|-1|83|74|341|172|202|
8|6|5|5|9|9|0|0|7|9|9|9|1|5|4|5|1|546|6|324|-1|-1|12|80|139|-1|-1|-1|115|72|226|286|
