8|1|9|3|4|8|5|9|8|5|6|3|0|-232|-1|4|315|3|153|-1|1|-61|-159|-205|153
4|7|9|9|1|4|6|5|6|1|6|5|-106|-715|-1|-1|-276|-185|401|-229|-712|349|123|47|362
1|5|9|4|8|4|1|2|0|8|5|5|-78|-135|-1|360|3|156|66|277|-331|3|-151|283|342
2|2|3|8|2|9|5|2|5|1|1|3|200|-152|81|0|356|-1|-301|-303|-266|13|326|-193|100
8|1|5|0|0|3|7|8|4|5|8|1|0|337|-83|-229|39|-108|-34|0|-13|-263|2|277|263
7|8|6|1|5|2|8|4|8|6|1|6|717|3|569|194|218|285|0|-259|1|-530|61|404|289
5|8|3|2|3|8|8|0|5|6|2|8|213|2|-2|-257|-186|0|0|-313|336|-259|-325|2|14
7|9|4|9|8|3|4|0|4|4|2|8|219|-1|165|-1|1|20|330|284|-170|9|194|0|2
4|3|0|4|7|9|4|5|5|9|7|9|-24|217|-111|-19|234|-1|303|319|-171|-1|-226|-1|229
5|8|5|9|5|4|5|5|8|3|3|6|233|3|88|-1|31|-109|-355|335|0|51|-301|-620|67
1|2|6|2|3|0|6|9|0|1|4|2|248|120|-138|177|-180|32|75|-1|122|131|173|-206|257
1|0|2|2|8|6|9|0|7|4|9|5|-68|-262|-26|231|1|-782|-1|293|114|315|-1|-223|236
7|1|1|6|5|9|9|9|6|7|5|3|204|110|-151|-438|-237|-1|-1|-1|-46|-766|191|223|423
5|7|7|4|7|9|7|4|3|9|6|4|258|447|-612|147|689|-1|-402|317|66|-1|268|235|320
2|2|8|9|9|1|2|7|2|0|6|5|-73|-167|2|-1|-1|292|87|230|-286|35|-580|-360|278
3|9|0|9|0|2|1|6|5|7|9|9|-56|-1|-349|-1|-84|258|93|-415|5|204|-1|-1|157
3|8|0|8|7|3|3|9|8|0|0|3|231|1|265|1|-403|-85|-39|-1|2|-222|168|0|117
9|2|5|9|4|9|9|7|2|9|0|7|-1|296|-199|-1|-200|-1|-1|782|-192|-1|133|192|272
9|5|9|9|2|8|9|0|9|9|8|5|-1|-107|-1|-1|-72|2|-1|-213|-1|-1|0|232|206
3|3|8|7|9|1|9|9|1|4|9|9|-336|-70|2|160|-1|-116|-1|-1|256|-155|-1|-1|230
4|8|5|0|2|1|7|0|5|4|1|5|220|3|-265|197|93|133|-550|277|-146|135|-335|65|149
6|9|8|6|3|6|3|0|1|7|9|6|448|-1|0|267|217|-399|10|37|-84|328|-1|442|192
0|8|4|0|5|9|7|4|6|0|0|6|87|0|105|20|-325|-1|91|-203|441|-208|41|689|263
7|9|5|6|3|5|5|2|9|4|8|1|283|-1|-119|352|55|-143|61|68|-1|354|1|291|302
5|0|8|8|6|2|2|0|0|0|1|7|55|-293|0|2|-506|355|-355|-120|-138|80|-356|463|286
7|3|8|9|6|3|3|2|2|7|3|9|-280|124|0|-1|679|201|146|-358|210|722|-170|-1|527
3|9|4|9|8|3|1|3|0|5|3|8|-165|-1|165|-1|1|-293|-360|-219|331|78|-10|2|62
2|6|7|3|0|7|7|2|0|4|4|7|-31|130|495|-155|319|-713|782|-329|-299|248|63|-35|216
5|8|5|9|5|4|5|5|8|3|3|6|233|3|88|-1|31|-109|-355|335|0|51|-301|-620|50
3|5|7|4|4|1|3|3|3|2|7|6|360|1|572|-127|-173|210|-155|-354|215|-30|-95|573|260
5|9|1|6|5|7|0|9|6|4|7|1|347|-1|-16|-27|1|-327|320|-1|239|229|300|149|455
0|4|9|5|7|7|9|3|5|3|6|4|-309|98|-1|-180|293|-322|-1|-156|82|-198|-768|61|373
8|1|1|6|9|2|2|4|5|5|2|8|1|157|-48|216|-1|92|-136|211|24|322|-173|1|110
9|1|5|3|7|8|4|1|5|7|6|7|-1|-53|236|-354|431|1|-333|95|-272|-625|-413|-578|660
